"ID","Obra","Início","Término","Suporte","Categoria","Réplica?","Fonte","Instituição","País_Instituição","Nº _de_artistas","ID_artista_1","NomeArtista1","PaísNascimentoArtista1","PaísMorteArtista1","ID_artista_2","NomedoArtista2","PaísNascimentoArtista2","PaísMorteArtista2"
739,"Ge",1960,1960,"Gesso, oil, wood, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/ge2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
740,"Hole",1960,1962,"Gesso, oil, wood, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/hole2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
741,"Jeanne d’Arc",1960,1962,"Gesso, oil, wood, iron, and iron wheel on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/jeanne-darc","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
742,"Law",1960,1962,"Gesso, oil, graphite, and iron and wooden wheel on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/law","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
743,"M",1960,1960,"Gesso, oil, wood, and iron wheel on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/m","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
744,"Marine Works",1960,1962,"Gesso, oil, wood, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/marine-works","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
745,"Mate",1960,1962,"Gesso, oil, wood, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/mate","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
746,"Moon",1960,1960,"Gesso and iron and wooden wheels on wood with concrete base","NA","N","https://www.robertindiana.com/artworks/artworks-items/moon2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
747,"Orb",1960,1962,"Gesso, oil, wood, iron, and iron wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/orb2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
748,"Six",1960,1962,"Gesso, oil, wood, wire, and iron wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/six2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
749,"Soul",1960,1960,"Gesso, oil, iron, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/soul","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
750,"Star",1960,1962,"Gesso, oil, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/star","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
751,"The Virgin",1960,1960,"Gesso, wire, and iron and wooden wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/the-virgin","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
752,"Two",1960,1962,"Gesso, oil, wood, wire, and iron wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/two3","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
753,"U-2",1960,1960,"Gesso, oil, and iron wheel on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/u-2","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
754,"Wall of China",1960,1961,"Gesso, oil, and iron on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/wall-of-china","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
755,"Womb",1960,1962,"Gesso, oil, iron, and iron wheels on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/womb","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
756,"Zenith",1960,1960,"Gesso and iron on wood","NA","N","https://www.robertindiana.com/artworks/artworks-items/zenith","NA","NA",1,55,"Robert Indiana","EUA","EUA",,,,
757,"Mate",1960,1962,"Oil on wood and steel-and-wood wheels","Sculpture","N","https://whitney.org/collection/works/1466","Whitney Museum of American Art","EUA",1,55,"Robert Indiana","EUA","EUA",,,,
758,"Money Thrower for Tinguely's H.T.N.Y.",1960,1960,"Electric heater with gun powder, metal springs, twine and silver dollars","Sculpture","N","https://www.rauschenbergfoundation.org/art/artwork/money-thrower-tinguelys-htny","Moderna Museet","Suécia",1,11,"Robert Rauschenberg","EUA","EUA",,,,
759,"Poney Express",1960,1960,"Kinetisk skulptur med ljus och ljud","Sculpture","N","https://sis.modernamuseet.se/en/objects/1339/poney-express?ctx=24ff59b71a7971ee3c785e7d553a1802eb6dd5bd&idx=236","Moderna Museet","Suécia",1,117,"Robert Watts","EUA","EUA",,,,
760,"Bottle Frieze",1960,1960,"glass and concrete","site-specific installation","N","https://saridienes.org/work/55.html","NA","NA",1,72,"Sari Dienes","Hungria","EUA",,,,
761,"Work",1960,1960,"cement, cotton, cloth, metal and straw in woodenbox","Sculpture","N","https://www.momat.go.jp/en/collection/s00328","MOMAT","Japão",1,124,"Shusaku Arakawa","Japão","EUA",,,,
762,"Work",1960,1960,"cement, cotton, cloth, metal and straw in woodenbox","Sculpture","N","https://www.momat.go.jp/en/collection/s00326","MOMAT","Japão",1,124,"Shusaku Arakawa","Japão","EUA",,,,
763,"Work",1960,1960,"cement, cotton, cloth and straw in woodenbox","Sculpture","N","https://www.momat.go.jp/en/collection/s00329","MOMAT","Japão",1,124,"Shusaku Arakawa","Japão","EUA",,,,
764,"Radio is Dead!",1960,1960,"Copper and nails over table-top radio","NA","N","https://assets.moma.org/documents/moma_catalogue_1954_300062319.pdf","NA","NA",1,69,"Tony Palladino","EUA","EUA",,,,
765,"10.80.60",1960,1960,"Wood, plexibox, with painted stone inside and metal chain","NA","N","https://www.moca.org/index.php/collection/work/108060","The Museum of Contemporary Art, Los Angeles","EUA",1,128,"Wallace Berman","EUA","EUA",,,,
766,"Plan d'une vieille cité pour rêver",1960,1960,"Bois, fil synthétique, minéraux, écorce, papier, sable et peinture sur Isorel","Objet","N","https://www.centrepompidou.fr/fr/ressources/oeuvre/cMjpoj","Centre Pompidou","França",1,51,"Yolande Fièvre","França","França",,,,
767,"Plan d'une vieille cité pour rêver",1960,1960,"Bois, fil synthétique, minéraux, écorce, papier, sable et peinture sur Isorel","Objet","N","https://www.centrepompidou.fr/en/ressources/oeuvre/cMjpoj","Centre Pompidou","França",1,74,"Yolande Fièvre","França","França",,,,
768,"Rêve des éponges ou Les captifs oubliés",1960,1960,"assemblage d'éponges, bois, tissus, paille de fer et matières végétales sur isorel","Assemblage","N","https://onlineonly.christies.com.cn/s/art-contemporain-vente-online/yolande-fievre-1907-1983-44/172224","NA","NA",1,74,"Yolande Fièvre","França","França",,,,
769,"Blue Globe","1957","1957","Dry pigment and synthetic resin on a metallic globe","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/697/blue-globe?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
770,"Paint roller","1957","1957","Dry pigment and synthetic resin on a paint roller","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/1131/paint-roller?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
771,"Paravent [Screen]","1957","1957","Dry pigment and synthetic resin on wooden panels","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/635/paravent-screen?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
772,"Piège bleu pour lignes [Blue Trap for Lines]","1957","1957","Dry pigment and synthetic resin on wood","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/700/piege-bleu-pour-lignes-blue-trap-for-lines?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
773,"Pure Pigment","1957","1957","Dry blue pigment in a wooden tray exhibited at Galerie Colette Allendy, Paris, France","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/940/pure-pigment?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
774,"Sculpture tactile [Tactile Sculpture]","1957","1957","Wooden box, various objects inside","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/703/sculpture-tactile-tactile-sculpture?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
775,"Untitled Blue Sponge Sculpture","1957","1957","Dry pigment and synthetic resin on natural sponge, metallic rod and stone base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/798/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","SFMOMA","EUA",1,18,"Yves Klein","França","França",,,,
776,"Sculpture Éponge bleue sans titre","1957","1957","NA","NA","N","https://www.yvesklein.com/en/archives/view/artwork/798/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","SFMOMA","EUA",1,18,"Yves Klein","França","França",,,,
777,"""Excavatrice de l'espace"" (Tinguely-Klein collaboration)","1958","1958","White disc on electric motor and metal legs","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/1124/excavatrice-de-l-espace-tinguely-klein-collaboration?r[]=artwork&sb=_created&sd=desc","Museum Tinguely","Suíça",2,18,"Yves Klein","França","França",15,"Jean Tinguely","Suíça","Suíça"
778,"Excavatrice de l'espace [Space Excavator]","1958","1958","Dry pigment and synthetic resin on metal disc, electric motor, metal feet","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/699/excavatrice-de-l-espace-space-excavator?r[]=artwork&sb=_created&sd=desc","NA","NA",2,18,"Yves Klein","França","França",15,"Jean Tinguely","Suíça","Suíça"
779,"Excavatrice de l'espace [Space Excavator]","1958","1958","Dry pigment and synthetic resin on wooden disc, electric motor, metal feet","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/1105/excavatrice-de-l-espace-space-excavator?r[]=artwork&sb=_created&sd=desc","NA","NA",2,18,"Yves Klein","França","França",15,"Jean Tinguely","Suíça","Suíça"
780,"The Specialization of Sensibility in the Raw Material State of Stabilized Sensibility - exhibition of ""The Void""","1958","1958","Galerie Iris Clert, 3, rue des Beaux-Arts, Paris, France","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/642/the-specialization-of-sensibility-in-the-raw-material-state-of-stabilized-sensibility-exhibition-of-the-void?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
781,"Vitesse totale (Bleu affolé) [Total Speed - Crazed Blue]","1958","1958","Dry pigment and synthetic resin on isorel, motor, metal and wood","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/829/vitesse-totale-bleu-affole-total-speed-crazed-blue?r[]=artwork&sb=_created&sd=desc","NA","NA",2,18,"Yves Klein","França","França",15,"Jean Tinguely","Suíça","Suíça"
782,"Le Veilleur I.K.B.","1959","1959","Dry pigment and synthetic resin on natural sponge, metallic rod","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/796/le-veilleur-i-k-b?r[]=artwork&sb=_created&sd=desc","Kaiser Wilhelm Museum","Alemanha",1,18,"Yves Klein","França","França",,,,
783,"Le Veilleur I.K.B.","1959","1959","NA","NA","N","https://www.yvesklein.com/en/archives/view/artwork/796/le-veilleur-i-k-b?r[]=artwork&sb=_created&sd=desc","Kaiser Wilhelm Museum","Alemanha",1,18,"Yves Klein","França","França",,,,
784,"Lecteur I.K.B élégant [Elegant I.K.B Reader]","1959","1959","Dry pigment and synthetic resin on natural sponge, metallic rod and stone base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/749/lecteur-i-k-b-elegant-elegant-i-k-b-reader?r[]=artwork&sb=_created&sd=desc","Kaiser Wilhelm Museum","Alemanha",1,18,"Yves Klein","França","França",,,,
785,"Untitled Blue Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponge, metallic rod mounted on stone","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/739/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","Guggenheim Art Museum","EUA",1,18,"Yves Klein","França","França",,,,
786,"Sculpture Éponge bleue sans titre","1959","1959","NA","NA","N","https://www.yvesklein.com/en/archives/view/artwork/739/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","Guggenheim Art Museum","EUA",1,18,"Yves Klein","França","França",,,,
787,"Untitled Blue Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponge, metallic stem and stone","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/835/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
788,"Untitled Blue Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponge and metallic rod","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/938/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","Hara Museum of Contemporary Art","Japão",1,18,"Yves Klein","França","França",,,,
789,"Untitled Blue Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponge, metallic rod and base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/710/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
790,"Untitled Blue Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponges, metallic rod mounted on stone","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/711/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
791,"Untitled Blue Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponges, metallic rod mounted on stone","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/975/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","Moderna Museet","Suécia",1,18,"Yves Klein","França","França",,,,
792,"Untitled Blue Sponge Sculpture","1959","1959","Pure pigment and synthetic resin, natural sponge on metal base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/976/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","MoMA","EUA",1,18,"Yves Klein","França","França",,,,
793,"Untitled Blue Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural coral","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/800/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","Kunstmuseum Bern","Suíça",1,18,"Yves Klein","França","França",,,,
794,"Sculpture Éponge bleue sans titre","1959","1959","NA","NA","N","https://www.yvesklein.com/en/archives/view/artwork/800/untitled-blue-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","Kunstmuseum Bern","Suíça",1,18,"Yves Klein","França","França",,,,
795,"Untitled pink Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponge, metallic rod mounted on a stone base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/1123/untitled-pink-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
796,"Untitled Pink Sponge Sculpture","1959","1959","Dry pigment and synthetic resin on natural sponge, metallic rod mounted on a stone base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/714/untitled-pink-sponge-sculpture?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
797,"Ci-gît l'Espace [Here Lies Space]","1960","1960","Dry pigment and synthetic resin on natural sponge, artificial flowers on panel covered with gold leaves","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/693/ci-git-l-espace-here-lies-space?r[]=artwork&sb=_created&sd=desc","Centre Pompidou","França",1,18,"Yves Klein","França","França",,,,
798,"La Couronne","1960","1960","Pure pigment and synthetic resin, natural sponge on metal rod mounted on marble","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/1062/la-couronne?r[]=artwork&sb=_created&sd=desc","Menil","EUA",1,18,"Yves Klein","França","França",,,,
799,"Lecteur I.K.B.","1960","1960","Pigment and synthetic resin on natural sponge and copper rod","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/989/lecteur-i-k-b?r[]=artwork&sb=_created&sd=desc","Buffalo AKG Art Museum","EUA",1,18,"Yves Klein","França","França",,,,
800,"Lecteur I.K.B.","1960","1960","Pigment and synthetic resin on natural sponge and copper base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/990/lecteur-i-k-b?r[]=artwork&sb=_created&sd=desc","Buffalo AKG Art Museum","EUA",1,18,"Yves Klein","França","França",,,,
801,"Lecteur I.K.G. [I.K.G. Reader]","1960","1960","Gold on natural sponge, metallic rod mounted on a stone base","NA","N","https://www.yvesklein.com/en/archives/index?sb=_created&sd=desc&r[]=artwork#/en/archives/view/artwork/713/lecteur-i-k-g-i-k-g-reader?r[]=artwork&sb=_created&sd=desc","NA","NA",1,18,"Yves Klein","França","França",,,,
